项目名称,项目编码,建设单位,项目主管部门,概算批复金额,资金批复金额,批复日期,资金性质,经办人,经办处室
经济技术开发区排水管网工程五期,UC20250117,公共设施建设集团,市城市管理局,1330.59,574.07,2024-11-29,一般债券,黄志明,资金管理处
北城区供水管网工程四期,UC20250145,公共设施建设集团,市生态环境局,9104.05,3590.16,2024-10-16,省级补助,赵文博,质量安全处
滨海新区供水管网工程一期,UC20250083,交通建设发展集团,市生态环境局,18496.91,3249.04,2023-02-24,专项债券,杨文华,投资建设处
生态城区博物馆建设四期,UC20250053,基础设施建设公司,市城市管理局,6660.62,1850.96,2024-11-05,中央补助,高建国,质量安全处
生态城区学校建设工程三期,UC20250009,园林绿化建设集团,市规划和自然资源局,12468.79,1573.36,2024-09-06,中央补助,刘建国,审计监察处
开发区广场建设工程三期,UC20250051,环保建设投资公司,市规划和自然资源局,15130.96,2940.53,2024-12-19,专项债券,张建华,项目管理处
经济技术开发区广场建设工程二期,UC20250076,住房建设集团,市体育局,19718.38,8517.75,2024-02-14,专项债券,杨文华,招投标管理处
经济技术开发区医院建设工程五期,UC20250173,基础设施建设公司,市卫生健康委员会,12952.5,5764.93,2025-02-23,土地出让金,郭建华,质量安全处
滨海新区污水处理厂建设五期,UC20250086,文化建设集团,市卫生健康委员会,12672.36,1556.37,2024-09-19,中央综合财力,黄志明,审计监察处
滨海新区供水管网工程一期,UC20250083,交通建设发展集团,市生态环境局,18496.91,7013.6,2024-01-02,中央预算内投资,孙海涛,投资建设处
开发区商业综合体建设二期,UC20250061,医疗建设发展公司,市体育局,11827.18,4359.85,2024-09-27,一般债券,高建国,资金管理处
东城区学校建设工程四期,UC20250088,水务建设集团公司,市规划和自然资源局,9824.61,4611.46,2024-01-26,中央综合财力,郭建华,项目管理处
开发区学校建设工程一期,UC20250137,园林绿化建设集团,市文化和旅游局,14850.1,4600.3,2024-03-15,中央综合财力,韩志刚,资金管理处
科技园区桥梁建设工程一期,UC20250072,公共设施建设集团,市生态环境局,3031.25,787.15,2024-03-18,专项债券,赵文博,计划财务处
山区排水管网工程五期,UC20250034,住房建设集团,市城市管理局,18905.57,9273.92,2024-10-17,土地出让金,李明强,资金管理处
东城区供水管网工程五期,UC20250071,住房建设集团,市交通运输局,2449.48,1196.67,2023-09-17,一般债券,徐文军,工程建设处
工业园区供水管网工程一期,UC20250029,基础设施建设公司,市城市管理局,13026.24,3643.63,2024-07-27,中央综合财力,钱国强,规划设计处
科技园区道路建设工程一期,UC20250065,医疗建设发展公司,市规划和自然资源局,1011.49,213.54,2024-07-23,中央综合财力,张建华,质量安全处
生态城区广场建设工程五期,UC20250149,住房建设集团,市体育局,5797.62,2525.67,2023-11-08,专项债券,李明强,工程建设处
高新区隧道建设工程三期,UC20250135,教育建设投资公司,市城市管理局,7656.32,879.54,2023-03-15,土地出让金,杨文华,招投标管理处
新区商业综合体建设二期,UC20250128,水务建设集团公司,市规划和自然资源局,18647.72,6486.04,2023-08-20,一般债券,黄志明,计划财务处
经济技术开发区体育中心建设二期,UC20250169,医疗建设发展公司,市体育局,8178.7,2767.82,2024-05-25,中央预算内投资,钱国强,计划财务处
东城区广场建设工程二期,UC20250013,水务建设集团公司,市文化和旅游局,7687.92,569.59,2024-06-29,省级补助,杨文华,投资建设处
经济技术开发区商业综合体建设二期,UC20250155,环保建设投资公司,市水利局,11052.38,3776.22,2023-12-18,中央综合财力,曹建军,计划财务处
科技园区图书馆建设二期,UC20250143,公共设施建设集团,市文化和旅游局,2076.68,189.96,2024-02-19,专项债券,陈志刚,投资建设处
科技园区供水管网工程一期,UC20250170,交通建设发展集团,市生态环境局,13000.65,983.85,2024-03-08,省级补助,马建设,审计监察处
西城区图书馆建设四期,UC20250060,市政建设集团有限公司,市水利局,9782.2,1672.64,2023-09-18,中央综合财力,周建军,资金管理处
南城区停车场建设一期,UC20250147,基础设施建设公司,市规划和自然资源局,12450.51,3377.72,2024-04-11,省级补助,黄志明,招投标管理处
新区桥梁建设工程三期,UC20250138,教育建设投资公司,市城市管理局,16224.31,6764.52,2023-09-18,土地出让金,彭志明,项目管理处
东城区文化中心建设三期,UC20250163,园林绿化建设集团,市水利局,18260.6,2386.45,2024-06-01,一般债券,韩志刚,规划设计处
东城区隧道建设工程二期,UC20250190,教育建设投资公司,市教育局,15294.75,886.56,2024-02-11,专项债券,孙海涛,计划财务处
北城区供水管网工程四期,UC20250145,公共设施建设集团,市生态环境局,9104.05,4390.75,2024-10-11,一般债券,徐文军,综合管理处
新区公园绿化工程一期,UC20250153,基础设施建设公司,市交通运输局,6219.38,2534.35,2024-10-04,土地出让金,梁文博,综合管理处
山区博物馆建设三期,UC20250082,医疗建设发展公司,市水利局,9010.59,2850.18,2023-04-19,中央综合财力,朱建平,资金管理处
生态城区学校建设工程一期,UC20250127,园林绿化建设集团,市教育局,5903.98,2750.7,2023-08-08,一般债券,钱国强,项目管理处
北城区停车场建设五期,UC20250189,医疗建设发展公司,市城市管理局,6341.98,2432.38,2024-08-19,专项债券,何志远,审计监察处
生态城区医院建设工程一期,UC20250012,公共设施建设集团,市体育局,12670.16,3841.93,2024-08-07,省级补助,吴德华,审计监察处
科技园区公园绿化工程四期,UC20250075,住房建设集团,市城市管理局,10804.52,2320.93,2024-03-14,中央预算内投资,梁文博,招投标管理处
科技园区图书馆建设二期,UC20250143,公共设施建设集团,市文化和旅游局,2076.68,226.92,2024-07-14,一般债券,郭建华,投资建设处
开发区广场建设工程三期,UC20250051,环保建设投资公司,市规划和自然资源局,15130.96,5060.0,2024-01-27,中央综合财力,杨文华,计划财务处
工业园区图书馆建设四期,UC20250035,文化建设集团,市水利局,19566.13,7375.29,2024-05-09,中央综合财力,曹建军,工程建设处
南城区公交站台建设四期,UC20250046,环保建设投资公司,市文化和旅游局,5870.42,1918.61,2025-04-06,中央预算内投资,周建军,规划设计处
开发区地铁建设工程二期,UC20250031,交通建设发展集团,市规划和自然资源局,16679.2,6207.44,2024-11-02,中央预算内投资,李明强,工程建设处
工业园区道路建设工程一期,UC20250164,文化建设集团,市园林绿化局,15239.68,4004.27,2023-11-10,省级补助,钱国强,项目管理处
开发区排水管网工程五期,UC20250115,住房建设集团,市生态环境局,4923.67,1090.0,2024-03-16,专项债券,杨文华,审计监察处
经济技术开发区体育中心建设二期,UC20250169,医疗建设发展公司,市体育局,8178.7,2204.7,2024-05-16,中央综合财力,彭志明,综合管理处
中心区体育中心建设五期,UC20250180,园林绿化建设集团,市教育局,7232.0,3209.74,2024-06-22,土地出让金,吴德华,项目管理处
开发区广场建设工程三期,UC20250051,环保建设投资公司,市规划和自然资源局,15130.96,1087.59,2024-12-01,中央预算内投资,何志远,资金管理处
滨海新区医院建设工程五期,UC20250011,基础设施建设公司,市发展和改革委员会,15502.96,4692.34,2024-12-13,中央预算内投资,梁文博,综合管理处
新区公园绿化工程一期,UC20250153,基础设施建设公司,市交通运输局,6219.38,1101.02,2024-01-29,中央补助,徐文军,投资建设处
中心区污水处理厂建设五期,UC20250063,教育建设投资公司,市城市管理局,10237.66,4008.13,2023-11-04,中央综合财力,韩志刚,投资建设处
科技园区桥梁建设工程一期,UC20250072,公共设施建设集团,市生态环境局,3031.25,799.52,2023-10-17,省级补助,陈志刚,规划设计处
开发区学校建设工程一期,UC20250137,园林绿化建设集团,市文化和旅游局,14850.1,6118.13,2024-07-23,专项债券,黄志明,工程建设处
中心区道路建设工程一期,UC20250040,水务建设集团公司,市教育局,1376.1,647.82,2024-02-05,中央综合财力,王志远,计划财务处
经济技术开发区桥梁建设工程四期,UC20250024,交通建设发展集团,市体育局,19706.26,7089.36,2024-11-04,专项债券,赵文博,计划财务处
生态城区学校建设工程三期,UC20250009,园林绿化建设集团,市规划和自然资源局,12468.79,4966.25,2024-11-16,土地出让金,黄志明,资金管理处
科技园区供水管网工程一期,UC20250170,交通建设发展集团,市生态环境局,13000.65,1281.46,2024-05-05,一般债券,刘建国,综合管理处
新区排水管网工程一期,UC20250122,基础设施建设公司,市城市管理局,1645.86,509.81,2023-10-06,省级补助,王志远,质量安全处
山区停车场建设一期,UC20250090,城市投资建设集团,市城市管理局,2258.13,987.39,2024-09-26,一般债券,韩志刚,规划设计处
山区排水管网工程五期,UC20250069,园林绿化建设集团,市卫生健康委员会,15997.2,6012.53,2025-04-17,省级补助,孙海涛,质量安全处
滨海新区排水管网工程一期,UC20250139,城市投资建设集团,市文化和旅游局,1824.32,447.6,2024-03-29,中央综合财力,林志强,工程建设处
滨海新区地铁建设工程二期,UC20250196,文化建设集团,市教育局,8949.93,3081.22,2024-02-23,专项债券,彭志明,投资建设处
中心区隧道建设工程一期,UC20250079,交通建设发展集团,市卫生健康委员会,14986.31,3036.12,2023-11-10,专项债券,林志强,计划财务处
工业园区公园绿化工程五期,UC20250106,基础设施建设公司,市发展和改革委员会,14618.25,4744.0,2023-10-21,土地出让金,杨文华,招投标管理处
工业园区医院建设工程三期,UC20250103,城市投资建设集团,市发展和改革委员会,18777.54,9360.07,2024-12-10,省级补助,陈志刚,规划设计处
生态城区公交站台建设三期,UC20250120,城市投资建设集团,市生态环境局,641.27,121.69,2024-02-26,土地出让金,彭志明,资金管理处
东城区住宅小区建设二期,UC20250109,教育建设投资公司,市生态环境局,19187.36,3661.78,2023-12-21,一般债券,林志强,规划设计处
新区公园绿化工程一期,UC20250153,基础设施建设公司,市交通运输局,6219.38,2552.84,2025-01-07,一般债券,梁文博,招投标管理处
南城区供水管网工程四期,UC20250027,城市投资建设集团,市规划和自然资源局,15862.12,6437.88,2024-11-19,土地出让金,吴德华,审计监察处
开发区商业综合体建设二期,UC20250061,医疗建设发展公司,市体育局,11827.18,3958.58,2023-12-18,专项债券,孙海涛,规划设计处
生态城区学校建设工程一期,UC20250089,水务建设集团公司,市卫生健康委员会,17662.58,2595.7,2024-10-15,中央预算内投资,王志远,项目管理处
西城区广场建设工程二期,UC20250116,教育建设投资公司,市交通运输局,10935.63,4909.14,2024-04-17,一般债券,张建华,投资建设处
北城区供水管网工程五期,UC20250141,公共设施建设集团,市城市管理局,1740.98,329.62,2023-07-13,土地出让金,马建设,招投标管理处
科技园区公园绿化工程一期,UC20250148,文化建设集团,市生态环境局,4114.42,1124.8,2023-09-27,中央补助,林志强,计划财务处
西城区停车场建设五期,UC20250198,市政建设集团有限公司,市水利局,6036.55,3013.96,2023-10-10,省级补助,高建国,综合管理处
东城区地铁建设工程五期,UC20250056,医疗建设发展公司,市生态环境局,8423.38,3614.47,2023-02-24,中央补助,韩志刚,计划财务处
南城区供水管网工程四期,UC20250027,城市投资建设集团,市规划和自然资源局,15862.12,4501.14,2025-01-19,中央补助,陈志刚,投资建设处
东城区商业综合体建设三期,UC20250050,环保建设投资公司,市卫生健康委员会,16191.13,4781.72,2023-06-22,一般债券,曹建军,工程建设处
开发区文化中心建设五期,UC20250187,环保建设投资公司,市教育局,14932.63,781.98,2024-08-09,中央综合财力,郭建华,工程建设处
新区停车场建设三期,UC20250199,园林绿化建设集团,市园林绿化局,12077.06,3207.61,2023-11-08,中央补助,徐文军,招投标管理处
工业园区文化中心建设一期,UC20250096,园林绿化建设集团,市规划和自然资源局,19627.56,2582.8,2023-08-14,专项债券,林志强,综合管理处
南城区学校建设工程一期,UC20250111,交通建设发展集团,市规划和自然资源局,14688.91,5525.66,2023-06-29,中央补助,马建设,规划设计处
生态城区学校建设工程三期,UC20250009,园林绿化建设集团,市规划和自然资源局,12468.79,2479.33,2024-08-21,一般债券,孙海涛,计划财务处
新区排水管网工程一期,UC20250122,基础设施建设公司,市城市管理局,1645.86,234.79,2024-04-09,中央综合财力,高建国,审计监察处
工业园区供水管网工程一期,UC20250029,基础设施建设公司,市城市管理局,13026.24,2728.47,2025-01-10,中央预算内投资,刘建国,资金管理处
高新区停车场建设三期,UC20250026,环保建设投资公司,市城市管理局,19806.41,8987.03,2025-02-09,专项债券,林志强,审计监察处
滨海新区图书馆建设三期,UC20250159,基础设施建设公司,市生态环境局,15176.03,3849.33,2023-11-28,中央预算内投资,赵文博,综合管理处
工业园区文化中心建设五期,UC20250062,市政建设集团有限公司,市卫生健康委员会,4909.01,1876.08,2023-10-24,中央综合财力,高建国,质量安全处
新区桥梁建设工程三期,UC20250138,教育建设投资公司,市城市管理局,16224.31,5820.28,2023-07-05,省级补助,朱建平,资金管理处
南城区停车场建设二期,UC20250101,教育建设投资公司,市规划和自然资源局,6826.43,2945.33,2025-01-11,土地出让金,郭建华,质量安全处
科技园区文化中心建设一期,UC20250022,园林绿化建设集团,市城市管理局,17899.28,8814.99,2024-01-05,省级补助,刘建国,规划设计处
新区广场建设工程二期,UC20250186,园林绿化建设集团,市卫生健康委员会,11009.55,1563.66,2023-08-04,土地出让金,刘建国,审计监察处
工业园区道路建设工程四期,UC20250091,公共设施建设集团,市园林绿化局,3587.95,448.81,2024-06-23,专项债券,周建军,招投标管理处
工业园区公园绿化工程五期,UC20250106,基础设施建设公司,市发展和改革委员会,14618.25,5198.21,2023-10-30,土地出让金,孙海涛,综合管理处
科技园区图书馆建设二期,UC20250143,公共设施建设集团,市文化和旅游局,2076.68,632.0,2024-06-01,中央综合财力,高建国,资金管理处
高新区商业综合体建设一期,UC20250195,教育建设投资公司,市发展和改革委员会,7066.19,960.27,2025-01-17,一般债券,朱建平,综合管理处
滨海新区桥梁建设工程三期,UC20250105,城市投资建设集团,市体育局,9406.77,3347.28,2024-04-11,省级补助,马建设,计划财务处
中心区道路建设工程一期,UC20250040,水务建设集团公司,市教育局,1376.1,122.23,2023-09-02,一般债券,何志远,资金管理处
中心区学校建设工程四期,UC20250033,基础设施建设公司,市园林绿化局,7209.01,374.2,2024-03-21,中央补助,何志远,招投标管理处
新区排水管网工程一期,UC20250122,基础设施建设公司,市城市管理局,1645.86,360.66,2024-06-18,省级补助,梁文博,质量安全处
科技园区文化中心建设一期,UC20250022,园林绿化建设集团,市城市管理局,17899.28,4266.3,2024-01-20,中央补助,高建国,综合管理处
南城区排水管网工程四期,UC20250004,公共设施建设集团,市体育局,1197.02,202.81,2024-06-22,中央综合财力,梁文博,资金管理处
开发区排水管网工程五期,UC20250115,住房建设集团,市生态环境局,4923.67,1008.26,2023-08-25,专项债券,刘建国,工程建设处
滨海新区图书馆建设三期,UC20250159,基础设施建设公司,市生态环境局,15176.03,5092.25,2024-03-31,省级补助,何志远,投资建设处
新区住宅小区建设二期,UC20250112,医疗建设发展公司,市文化和旅游局,4157.74,1614.91,2023-09-17,中央综合财力,黄志明,计划财务处
东城区供水管网工程五期,UC20250131,市政建设集团有限公司,市交通运输局,1223.31,343.94,2023-10-30,土地出让金,杨文华,资金管理处
经济技术开发区文化中心建设二期,UC20250052,住房建设集团,市交通运输局,3674.35,575.88,2024-07-01,一般债券,郭建华,综合管理处
工业园区文化中心建设一期,UC20250096,园林绿化建设集团,市规划和自然资源局,19627.56,4414.84,2023-10-10,中央补助,高建国,招投标管理处
山区供水管网工程四期,UC20250104,环保建设投资公司,市住房和城乡建设局,13797.14,3341.22,2023-12-05,省级补助,张建华,招投标管理处
经济技术开发区停车场建设四期,UC20250081,公共设施建设集团,市城市管理局,11579.71,3413.28,2024-01-29,土地出让金,钱国强,资金管理处
经济技术开发区停车场建设四期,UC20250081,公共设施建设集团,市城市管理局,11579.71,2126.16,2024-03-16,中央综合财力,高建国,质量安全处
经济技术开发区博物馆建设二期,UC20250194,文化建设集团,市体育局,10431.5,1316.9,2023-05-07,一般债券,梁文博,综合管理处
西城区广场建设工程二期,UC20250116,教育建设投资公司,市交通运输局,10935.63,4908.63,2023-05-29,土地出让金,徐文军,综合管理处
工业园区道路建设工程一期,UC20250164,文化建设集团,市园林绿化局,15239.68,3483.06,2023-12-08,中央补助,赵文博,招投标管理处
东城区隧道建设工程五期,UC20250006,基础设施建设公司,市交通运输局,12966.97,6139.17,2024-09-11,中央综合财力,梁文博,项目管理处
经济技术开发区商业综合体建设一期,UC20250055,水务建设集团公司,市体育局,11577.32,3608.65,2024-07-29,一般债券,杨文华,规划设计处
西城区商业综合体建设一期,UC20250037,环保建设投资公司,市交通运输局,502.58,242.71,2023-12-29,省级补助,马建设,计划财务处
开发区公交站台建设五期,UC20250123,医疗建设发展公司,市水利局,12350.63,2700.04,2025-04-23,土地出让金,陈志刚,工程建设处
东城区学校建设工程四期,UC20250088,水务建设集团公司,市规划和自然资源局,9824.61,4454.87,2023-08-24,中央补助,彭志明,项目管理处
生态城区体育中心建设一期,UC20250007,基础设施建设公司,市教育局,5263.45,2409.87,2023-10-24,省级补助,邓文华,综合管理处
新区排水管网工程一期,UC20250122,基础设施建设公司,市城市管理局,1645.86,473.03,2023-11-30,一般债券,何志远,招投标管理处
东城区道路建设工程二期,UC20250174,公共设施建设集团,市文化和旅游局,5313.94,991.45,2024-02-06,一般债券,彭志明,质量安全处
开发区供水管网工程三期,UC20250162,交通建设发展集团,市卫生健康委员会,1008.09,400.0,2024-12-22,专项债券,吴德华,项目管理处
生态城区学校建设工程一期,UC20250089,水务建设集团公司,市卫生健康委员会,17662.58,5293.65,2024-12-21,省级补助,赵文博,项目管理处
新区住宅小区建设二期,UC20250112,医疗建设发展公司,市文化和旅游局,4157.74,736.66,2023-07-04,省级补助,赵文博,工程建设处
高新区停车场建设三期,UC20250026,环保建设投资公司,市城市管理局,19806.41,3078.21,2024-12-16,专项债券,杨文华,质量安全处
开发区体育中心建设一期,UC20250108,园林绿化建设集团,市城市管理局,1473.65,146.37,2024-07-23,土地出让金,李明强,投资建设处
山区公园绿化工程五期,UC20250077,园林绿化建设集团,市交通运输局,9711.83,633.36,2024-01-09,省级补助,杨文华,投资建设处
北城区商业综合体建设五期,UC20250042,教育建设投资公司,市交通运输局,19744.93,5117.15,2024-02-19,一般债券,黄志明,招投标管理处
山区博物馆建设三期,UC20250082,医疗建设发展公司,市水利局,9010.59,2135.32,2023-08-17,中央预算内投资,郭建华,综合管理处
工业园区供水管网工程一期,UC20250029,基础设施建设公司,市城市管理局,13026.24,5048.5,2024-08-24,专项债券,陈志刚,投资建设处
高新区住宅小区建设三期,UC20250146,城市投资建设集团,市生态环境局,3426.51,1566.68,2025-01-09,省级补助,杨文华,工程建设处
生态城区公交站台建设一期,UC20250156,城市投资建设集团,市卫生健康委员会,19120.9,5035.63,2024-11-29,专项债券,梁文博,审计监察处
经济技术开发区体育中心建设二期,UC20250169,医疗建设发展公司,市体育局,8178.7,3218.28,2024-05-02,中央补助,周建军,规划设计处
新区排水管网工程四期,UC20250168,医疗建设发展公司,市发展和改革委员会,4403.09,738.61,2025-01-22,中央综合财力,韩志刚,质量安全处
南城区停车场建设二期,UC20250101,教育建设投资公司,市规划和自然资源局,6826.43,1367.2,2024-11-20,专项债券,周建军,资金管理处
新区停车场建设五期,UC20250084,基础设施建设公司,市规划和自然资源局,12808.92,5614.05,2024-01-19,一般债券,梁文博,审计监察处
科技园区隧道建设工程四期,UC20250167,公共设施建设集团,市文化和旅游局,3628.24,1288.05,2024-08-13,土地出让金,周建军,综合管理处
东城区商业综合体建设三期,UC20250050,环保建设投资公司,市卫生健康委员会,16191.13,4443.11,2023-09-15,中央综合财力,徐文军,综合管理处
新区商业综合体建设三期,UC20250068,教育建设投资公司,市教育局,15761.66,4543.88,2023-05-08,中央综合财力,邓文华,规划设计处
新区文化中心建设三期,UC20250099,教育建设投资公司,市生态环境局,10879.91,3491.05,2023-10-02,一般债券,张建华,招投标管理处
经济技术开发区道路建设工程二期,UC20250098,交通建设发展集团,市园林绿化局,18768.27,1455.54,2023-10-10,中央预算内投资,黄志明,资金管理处
经济技术开发区博物馆建设四期,UC20250121,交通建设发展集团,市住房和城乡建设局,17087.64,4209.42,2023-08-28,中央补助,梁文博,投资建设处
西城区垃圾处理中心建设四期,UC20250132,园林绿化建设集团,市卫生健康委员会,1685.52,635.54,2023-09-22,专项债券,邓文华,审计监察处
科技园区桥梁建设工程一期,UC20250072,公共设施建设集团,市生态环境局,3031.25,658.03,2023-11-04,省级补助,黄志明,综合管理处
南城区排水管网工程四期,UC20250004,公共设施建设集团,市体育局,1197.02,161.48,2024-08-22,省级补助,郭建华,综合管理处
科技园区体育中心建设五期,UC20250165,文化建设集团,市卫生健康委员会,13601.03,5174.67,2024-06-23,土地出让金,赵文博,综合管理处
开发区体育中心建设一期,UC20250108,园林绿化建设集团,市城市管理局,1473.65,94.11,2024-04-26,专项债券,彭志明,招投标管理处
高新区隧道建设工程三期,UC20250135,教育建设投资公司,市城市管理局,7656.32,724.35,2023-09-09,一般债券,杨文华,资金管理处
新区图书馆建设三期,UC20250030,文化建设集团,市住房和城乡建设局,2777.61,144.37,2025-05-15,土地出让金,徐文军,计划财务处
滨海新区医院建设工程五期,UC20250011,基础设施建设公司,市发展和改革委员会,15502.96,1030.58,2024-12-25,中央综合财力,李明强,项目管理处
北城区文化中心建设一期,UC20250175,医疗建设发展公司,市教育局,13900.46,833.89,2023-10-21,中央综合财力,陈志刚,综合管理处
东城区住宅小区建设二期,UC20250109,教育建设投资公司,市生态环境局,19187.36,4711.2,2023-12-05,一般债券,黄志明,投资建设处
科技园区医院建设工程一期,UC20250045,文化建设集团,市生态环境局,6084.2,805.48,2023-08-19,省级补助,徐文军,招投标管理处
新区商业综合体建设三期,UC20250068,教育建设投资公司,市教育局,15761.66,6163.7,2023-03-13,中央补助,邓文华,工程建设处
高新区道路建设工程一期,UC20250044,水务建设集团公司,市交通运输局,4605.77,1933.13,2024-01-15,一般债券,徐文军,投资建设处
北城区文化中心建设一期,UC20250175,医疗建设发展公司,市教育局,13900.46,3175.94,2023-08-31,中央预算内投资,黄志明,项目管理处
开发区学校建设工程一期,UC20250137,园林绿化建设集团,市文化和旅游局,14850.1,4060.74,2024-12-02,专项债券,陈志刚,计划财务处
高新区供水管网工程五期,UC20250171,基础设施建设公司,市规划和自然资源局,12604.46,1118.03,2023-07-04,专项债券,周建军,综合管理处
东城区排水管网工程三期,UC20250020,水务建设集团公司,市发展和改革委员会,6587.12,813.53,2023-12-22,中央综合财力,周建军,工程建设处
生态城区广场建设工程三期,UC20250193,园林绿化建设集团,市园林绿化局,5187.63,1182.27,2023-09-29,土地出让金,马建设,资金管理处
高新区停车场建设三期,UC20250026,环保建设投资公司,市城市管理局,19806.41,3769.38,2024-09-15,一般债券,何志远,规划设计处
新区广场建设工程二期,UC20250186,园林绿化建设集团,市卫生健康委员会,11009.55,5241.83,2023-07-16,中央补助,高建国,综合管理处
东城区隧道建设工程二期,UC20250190,教育建设投资公司,市教育局,15294.75,7241.66,2024-09-01,中央综合财力,刘建国,审计监察处
新区供水管网工程四期,UC20250191,住房建设集团,市文化和旅游局,15400.22,2377.35,2024-05-24,土地出让金,马建设,工程建设处
工业园区体育中心建设四期,UC20250018,文化建设集团,市生态环境局,9233.4,1379.31,2024-02-07,省级补助,赵文博,资金管理处
山区住宅小区建设一期,UC20250010,公共设施建设集团,市教育局,15899.97,4516.42,2023-03-30,土地出让金,邓文华,综合管理处
山区停车场建设二期,UC20250093,教育建设投资公司,市城市管理局,9672.8,4057.17,2023-04-12,土地出让金,吴德华,质量安全处
生态城区停车场建设五期,UC20250130,园林绿化建设集团,市教育局,15361.45,5467.08,2024-01-02,一般债券,郭建华,招投标管理处
山区公园绿化工程五期,UC20250077,园林绿化建设集团,市交通运输局,9711.83,2217.98,2023-02-01,土地出让金,马建设,招投标管理处
山区排水管网工程五期,UC20250034,住房建设集团,市城市管理局,18905.57,4156.3,2024-11-08,省级补助,赵文博,投资建设处
北城区供水管网工程五期,UC20250141,公共设施建设集团,市城市管理局,1740.98,807.04,2023-07-02,中央预算内投资,王志远,综合管理处
中心区道路建设工程一期,UC20250040,水务建设集团公司,市教育局,1376.1,449.37,2023-05-19,土地出让金,张建华,规划设计处
开发区公园绿化工程五期,UC20250039,住房建设集团,市规划和自然资源局,11375.17,4026.45,2023-12-28,土地出让金,吴德华,质量安全处
山区排水管网工程五期,UC20250034,住房建设集团,市城市管理局,18905.57,996.1,2024-09-14,中央预算内投资,彭志明,工程建设处
南城区停车场建设一期,UC20250147,基础设施建设公司,市规划和自然资源局,12450.51,625.84,2023-10-20,中央预算内投资,王志远,审计监察处
西城区商业综合体建设一期,UC20250037,环保建设投资公司,市交通运输局,502.58,104.68,2023-11-27,中央综合财力,林志强,综合管理处
经济技术开发区排水管网工程五期,UC20250117,公共设施建设集团,市城市管理局,1330.59,631.66,2024-08-28,一般债券,张建华,投资建设处
开发区排水管网工程三期,UC20250059,园林绿化建设集团,市规划和自然资源局,10416.65,1663.34,2024-05-14,专项债券,王志远,投资建设处
高新区道路建设工程一期,UC20250044,水务建设集团公司,市交通运输局,4605.77,651.84,2023-04-12,省级补助,黄志明,招投标管理处
山区桥梁建设工程二期,UC20250043,城市投资建设集团,市卫生健康委员会,3687.82,216.2,2025-02-16,中央预算内投资,徐文军,质量安全处
东城区地铁建设工程五期,UC20250056,医疗建设发展公司,市生态环境局,8423.38,1922.73,2023-03-28,一般债券,曹建军,项目管理处
滨海新区供水管网工程一期,UC20250083,交通建设发展集团,市生态环境局,18496.91,2883.55,2023-09-03,专项债券,黄志明,工程建设处
北城区图书馆建设三期,UC20250158,住房建设集团,市水利局,19834.33,6710.94,2025-01-04,中央补助,周建军,项目管理处
工业园区医院建设工程三期,UC20250103,城市投资建设集团,市发展和改革委员会,18777.54,6494.52,2024-11-08,省级补助,周建军,规划设计处
经济技术开发区文化中心建设二期,UC20250052,住房建设集团,市交通运输局,3674.35,651.28,2024-05-08,专项债券,赵文博,计划财务处
北城区博物馆建设一期,UC20250092,环保建设投资公司,市城市管理局,14721.72,3444.32,2023-10-14,一般债券,孙海涛,审计监察处
经济技术开发区隧道建设工程四期,UC20250100,教育建设投资公司,市发展和改革委员会,5101.01,350.42,2023-06-03,专项债券,徐文军,项目管理处
南城区商业综合体建设三期,UC20250036,水务建设集团公司,市园林绿化局,15515.9,3999.0,2024-02-17,中央预算内投资,林志强,资金管理处
开发区公园绿化工程五期,UC20250039,住房建设集团,市规划和自然资源局,11375.17,2153.47,2023-10-11,中央预算内投资,高建国,资金管理处
生态城区博物馆建设四期,UC20250053,基础设施建设公司,市城市管理局,6660.62,2862.7,2025-01-23,专项债券,孙海涛,项目管理处
山区排水管网工程五期,UC20250069,园林绿化建设集团,市卫生健康委员会,15997.2,2165.42,2025-01-20,中央预算内投资,马建设,工程建设处
科技园区文化中心建设一期,UC20250022,园林绿化建设集团,市城市管理局,17899.28,7553.83,2024-02-06,中央补助,陈志刚,计划财务处
北城区文化中心建设一期,UC20250175,医疗建设发展公司,市教育局,13900.46,4922.69,2023-11-22,中央预算内投资,赵文博,审计监察处
高新区供水管网工程五期,UC20250171,基础设施建设公司,市规划和自然资源局,12604.46,732.58,2024-01-02,一般债券,梁文博,综合管理处
南城区公交站台建设四期,UC20250046,环保建设投资公司,市文化和旅游局,5870.42,1607.08,2024-11-20,专项债券,杨文华,审计监察处
科技园区隧道建设工程四期,UC20250167,公共设施建设集团,市文化和旅游局,3628.24,382.24,2025-03-05,中央综合财力,钱国强,招投标管理处
东城区地铁建设工程五期,UC20250056,医疗建设发展公司,市生态环境局,8423.38,3816.54,2023-05-07,中央预算内投资,周建军,质量安全处
新区污水处理厂建设三期,UC20250160,环保建设投资公司,市城市管理局,19573.5,5289.28,2024-10-30,中央综合财力,林志强,投资建设处
生态城区广场建设工程三期,UC20250193,园林绿化建设集团,市园林绿化局,5187.63,868.11,2023-09-26,中央补助,何志远,质量安全处
生态城区桥梁建设工程二期,UC20250095,医疗建设发展公司,市教育局,6305.58,355.68,2023-11-03,一般债券,钱国强,投资建设处
新区排水管网工程四期,UC20250168,医疗建设发展公司,市发展和改革委员会,4403.09,1103.25,2025-01-01,中央综合财力,郭建华,计划财务处
